id,probe,metric,n,mean
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,suite__L39,silent_gap,147,17.551020408163264
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,suite__L39,burst_start_distance,147,19.707482993197278
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,validator__L39,trigger_distance,405,7.064197530864197
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,validator__L39,silent_gap,142,17.295774647887324
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,validator__L39,burst_start_distance,142,20.14788732394366
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,scorefile__L39,trigger_distance,327,9.125382262996942
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,scorefile__L39,silent_gap,177,15.01129943502825
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,scorefile__L39,burst_start_distance,177,16.858757062146893
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,acquire__L39,trigger_distance,171,17.444444444444443
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,acquire__L39,silent_gap,100,28.12
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,acquire__L39,burst_start_distance,100,29.83
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,report__L39,trigger_distance,149,12.630872483221477
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,report__L39,silent_gap,53,32.698113207547166
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,report__L39,burst_start_distance,53,35.283018867924525
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,motivated__L39,trigger_distance,151,17.933774834437084
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,motivated__L39,silent_gap,76,33.64473684210526
bc5165a4f318d49d76af198386925c9986f374d7240262e6a661a9c66384fcf5,motivated__L39,burst_start_distance,76,35.5921052631579
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,suite__L39,trigger_distance,206,11.674757281553399
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,suite__L39,silent_gap,117,18.794871794871796
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,suite__L39,burst_start_distance,117,20.555555555555557
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,validator__L39,trigger_distance,261,9.084291187739463
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,validator__L39,silent_gap,93,22.688172043010752
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,validator__L39,burst_start_distance,93,25.49462365591398
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,scorefile__L39,trigger_distance,240,10.170833333333333
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,scorefile__L39,silent_gap,127,17.330708661417322
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,scorefile__L39,burst_start_distance,127,19.20472440944882
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,acquire__L39,trigger_distance,125,19.28
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,acquire__L39,silent_gap,74,30.87837837837838
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,acquire__L39,burst_start_distance,74,32.554054054054056
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,report__L39,trigger_distance,125,18.936
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,report__L39,silent_gap,63,35.58730158730159
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,report__L39,burst_start_distance,63,37.507936507936506
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,motivated__L39,trigger_distance,190,12.363157894736842
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,motivated__L39,silent_gap,90,23.988888888888887
b366bbdd5ef7da9dc35b5e325fb33c6b4bd391ec4408531c8082715b22009489,motivated__L39,burst_start_distance,90,26.1
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,suite__L39,trigger_distance,73,29.931506849315067
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,suite__L39,silent_gap,47,44.93617021276596
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,suite__L39,burst_start_distance,47,46.48936170212766
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,validator__L39,trigger_distance,215,9.995348837209303
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,validator__L39,silent_gap,99,19.535353535353536
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,validator__L39,burst_start_distance,99,21.707070707070706
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,scorefile__L39,trigger_distance,213,10.5962441314554
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,scorefile__L39,silent_gap,120,17.033333333333335
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,scorefile__L39,burst_start_distance,120,18.808333333333334
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,acquire__L39,trigger_distance,125,16.792
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,acquire__L39,silent_gap,81,24.37037037037037
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,acquire__L39,burst_start_distance,81,25.91358024691358
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,report__L39,trigger_distance,35,62.4
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,report__L39,silent_gap,28,76.75
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,report__L39,burst_start_distance,28,77.92857142857143
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,motivated__L39,trigger_distance,232,8.969827586206897
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,motivated__L39,silent_gap,113,16.36283185840708
842abf17a4fd95b82ef36e30a53c004198a6f6a9b5ad3f41a47d5fe5e3f08c41,motivated__L39,burst_start_distance,113,18.41592920353982
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,suite__L39,trigger_distance,98,16.908163265306122
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,suite__L39,silent_gap,62,25.14516129032258
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,suite__L39,burst_start_distance,62,26.725806451612904
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,validator__L39,trigger_distance,222,7.364864864864865
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,validator__L39,silent_gap,93,15.193548387096774
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,validator__L39,burst_start_distance,93,17.56989247311828
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,scorefile__L39,trigger_distance,194,8.922680412371134
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,scorefile__L39,silent_gap,101,15.217821782178218
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,scorefile__L39,burst_start_distance,101,17.138613861386137
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,acquire__L39,trigger_distance,102,16.0
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,acquire__L39,silent_gap,65,23.53846153846154
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,acquire__L39,burst_start_distance,65,25.107692307692307
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,report__L39,trigger_distance,55,16.78181818181818
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,report__L39,silent_gap,34,25.529411764705884
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,report__L39,burst_start_distance,34,27.029411764705884
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,motivated__L39,trigger_distance,68,21.073529411764707
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,motivated__L39,silent_gap,39,35.0
3ec06963a2607a948d8ea3a8d63f020014ad114a0a006986dc58ba21d23e9fbf,motivated__L39,burst_start_distance,39,36.69230769230769
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,suite__L39,trigger_distance,266,10.353383458646617
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,suite__L39,silent_gap,146,17.041095890410958
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,suite__L39,burst_start_distance,146,18.84246575342466
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,validator__L39,trigger_distance,290,9.351724137931035
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,validator__L39,silent_gap,104,23.28846153846154
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,validator__L39,burst_start_distance,104,26.076923076923077
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,scorefile__L39,trigger_distance,268,10.488805970149254
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,scorefile__L39,silent_gap,140,18.164285714285715
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,scorefile__L39,burst_start_distance,140,20.057142857142857
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,acquire__L39,trigger_distance,123,22.78048780487805
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,acquire__L39,silent_gap,86,31.151162790697676
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,acquire__L39,burst_start_distance,86,32.58139534883721
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,report__L39,trigger_distance,193,13.658031088082902
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,report__L39,silent_gap,73,33.465753424657535
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,report__L39,burst_start_distance,73,35.945205479452056
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,motivated__L39,trigger_distance,111,22.846846846846848
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,motivated__L39,silent_gap,60,40.416666666666664
bd75a0dd0743f3811039227e74d04df0cc454e48d1670578f8f0e724c55ae025,motivated__L39,burst_start_distance,60,42.25
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,suite__L39,trigger_distance,158,15.5
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,suite__L39,silent_gap,96,23.864583333333332
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,suite__L39,burst_start_distance,96,25.510416666666668
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,validator__L39,trigger_distance,228,10.552631578947368
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,validator__L39,silent_gap,97,22.45360824742268
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,validator__L39,burst_start_distance,97,24.804123711340207
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,scorefile__L39,trigger_distance,224,11.254464285714286
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,scorefile__L39,silent_gap,114,20.149122807017545
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,scorefile__L39,burst_start_distance,114,22.105263157894736
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,acquire__L39,trigger_distance,135,18.666666666666668
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,acquire__L39,silent_gap,84,28.392857142857142
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,acquire__L39,burst_start_distance,84,29.988095238095237
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,report__L39,trigger_distance,138,12.340579710144928
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,report__L39,silent_gap,47,33.297872340425535
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,report__L39,burst_start_distance,47,36.08510638297872
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,motivated__L39,trigger_distance,204,11.720588235294118
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,motivated__L39,silent_gap,98,22.316326530612244
20b18e0f151bb34f4656ec06989e077dd8a30ec65c8d71c57c3334b98cd69663,motivated__L39,burst_start_distance,98,24.387755102040817
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,suite__L39,trigger_distance,191,16.329842931937172
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,suite__L39,silent_gap,125,23.424
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,suite__L39,burst_start_distance,125,24.936
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,validator__L39,trigger_distance,245,12.575510204081633
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,validator__L39,silent_gap,91,31.164835164835164
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,validator__L39,burst_start_distance,91,33.857142857142854
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,scorefile__L39,trigger_distance,216,14.402777777777779
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,scorefile__L39,silent_gap,130,22.26923076923077
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,scorefile__L39,burst_start_distance,130,23.923076923076923
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,acquire__L39,trigger_distance,139,20.52517985611511
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,acquire__L39,silent_gap,85,31.929411764705883
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,acquire__L39,burst_start_distance,85,33.56470588235294
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,report__L39,trigger_distance,128,20.1484375
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,report__L39,silent_gap,59,41.54237288135593
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,report__L39,burst_start_distance,59,43.45762711864407
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,motivated__L39,trigger_distance,147,20.53061224489796
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,motivated__L39,silent_gap,92,31.206521739130434
762d4c3003c3138dce1cc4483b1f4cedcb3defefea636c3b291bd59945d38127,motivated__L39,burst_start_distance,92,32.79347826086956
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,suite__L39,trigger_distance,188,15.398936170212766
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,suite__L39,silent_gap,113,23.95575221238938
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,suite__L39,burst_start_distance,113,25.61946902654867
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,validator__L39,trigger_distance,246,11.658536585365853
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,validator__L39,silent_gap,91,28.813186813186814
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,validator__L39,burst_start_distance,91,31.47252747252747
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,scorefile__L39,trigger_distance,270,10.88888888888889
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,scorefile__L39,silent_gap,135,19.77777777777778
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,scorefile__L39,burst_start_distance,135,21.77777777777778
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,acquire__L39,trigger_distance,133,22.097744360902254
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,acquire__L39,silent_gap,91,30.835164835164836
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,acquire__L39,burst_start_distance,91,32.2967032967033
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,report__L39,trigger_distance,69,33.42028985507246
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,report__L39,silent_gap,47,47.59574468085106
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,report__L39,burst_start_distance,47,49.02127659574468
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,motivated__L39,trigger_distance,142,18.218309859154928
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,motivated__L39,silent_gap,79,30.949367088607595
34905da8dfc94d33fbd8d589d186a926f43aae2dce032b988c02171724d2d2bc,motivated__L39,burst_start_distance,79,32.65822784810127
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,suite__L39,trigger_distance,235,11.697872340425532
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,suite__L39,silent_gap,129,19.488372093023255
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,suite__L39,burst_start_distance,129,21.286821705426355
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,validator__L39,trigger_distance,357,7.563025210084033
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,validator__L39,silent_gap,135,17.355555555555554
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,validator__L39,burst_start_distance,135,20.0
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,scorefile__L39,trigger_distance,273,10.256410256410257
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,scorefile__L39,silent_gap,141,17.921985815602838
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,scorefile__L39,burst_start_distance,141,19.858156028368793
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,acquire__L39,trigger_distance,119,23.168067226890756
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,acquire__L39,silent_gap,84,31.404761904761905
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,acquire__L39,burst_start_distance,84,32.82142857142857
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,report__L39,trigger_distance,180,11.205555555555556
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,report__L39,silent_gap,64,28.703125
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,report__L39,burst_start_distance,64,31.265625
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,motivated__L39,trigger_distance,153,17.529411764705884
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,motivated__L39,silent_gap,80,31.6125
652acd65f3c98258160eaeb2cad425408ffea5734bb734f84d1aff98f64ddc36,motivated__L39,burst_start_distance,80,33.525
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,suite__L39,trigger_distance,95,17.442105263157895
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,suite__L39,silent_gap,69,22.63768115942029
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,suite__L39,burst_start_distance,69,24.014492753623188
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,validator__L39,trigger_distance,246,6.617886178861789
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,validator__L39,silent_gap,105,13.161904761904761
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,validator__L39,burst_start_distance,105,15.447619047619048
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,scorefile__L39,trigger_distance,164,10.24390243902439
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,scorefile__L39,silent_gap,98,15.46938775510204
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,scorefile__L39,burst_start_distance,98,17.102040816326532
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,acquire__L39,trigger_distance,99,14.484848484848484
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,acquire__L39,silent_gap,67,19.925373134328357
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,acquire__L39,burst_start_distance,67,21.402985074626866
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,report__L39,trigger_distance,69,23.565217391304348
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,report__L39,silent_gap,40,38.925
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,report__L39,burst_start_distance,40,40.55
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,motivated__L39,trigger_distance,131,12.297709923664122
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,motivated__L39,silent_gap,62,23.870967741935484
5804b01ae2d683167bb30c6287d76b4c0c34656fd4d4b3acfe7d1c45680fe7fd,motivated__L39,burst_start_distance,62,25.967741935483872
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,suite__L39,trigger_distance,106,23.830188679245282
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,suite__L39,silent_gap,81,29.876543209876544
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,suite__L39,burst_start_distance,81,31.185185185185187
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,validator__L39,trigger_distance,162,15.376543209876543
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,validator__L39,silent_gap,63,36.96825396825397
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,validator__L39,burst_start_distance,63,39.46031746031746
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,scorefile__L39,trigger_distance,197,13.065989847715736
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,scorefile__L39,silent_gap,120,19.808333333333334
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,scorefile__L39,burst_start_distance,120,21.45
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,acquire__L39,trigger_distance,90,28.58888888888889
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,acquire__L39,silent_gap,58,42.810344827586206
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,acquire__L39,burst_start_distance,58,44.36206896551724
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,report__L39,trigger_distance,92,27.08695652173913
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,report__L39,silent_gap,62,38.70967741935484
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,report__L39,burst_start_distance,62,40.16129032258065
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,motivated__L39,trigger_distance,175,13.497142857142856
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,motivated__L39,silent_gap,87,25.137931034482758
b665d20300fde63c0fde4ba682e0a7ee76b875c89e91f09498fa65856ffc904c,motivated__L39,burst_start_distance,87,27.149425287356323
becf85f44f5bf97246879290a6cf48d13781d9c36b03c07d70bbc86bd2a8fd32,suite__L39,trigger_distance,257,10.976653696498055
becf85f44f5bf97246879290a6cf48d13781d9c36b03c07d70bbc86bd2a8fd32,suite__L39,silent_gap,137,18.715328467153284
becf85f44f5bf97246879290a6cf48d13781d9c36b03c07d70bbc86bd2a8fd32,suite__L39,burst_start_distance,137,20.56934306569343
becf85f44f5bf97246879290a6cf48d13781d9c36b03c07d70bbc86bd2a8fd32,validator__L39,trigger_distance,276,10.014492753623188
becf85f44f5bf97246879290a6cf48d13781d9c36b03c07d70bbc86bd2a8fd32,validator__L39,silent_gap,116,21.448275862068964
becf85f44f5bf97246879290a6cf48d13781d9c36b03c07d70bbc86bd2a8fd32,validator__L39,burst_start_distance,116,23.81896551724138
becf85f44f5bf97246879290a6cf48d13781d9c36b03c07d70bbc86bd2a8fd32,scorefile__L39,trigger_distance,266,10.609022556390977
becf85f44f5bf97246879290a6cf48d13781d9c36b03c07d70bbc86bd2a8fd32,scorefile__L39,silent_gap,142,18.0
becf85f44f5bf97246879290a6cf48d13781d9c36b03c07d70bbc86bd2a8fd32,scorefile__L39,burst_start_distance,142,19.87323943661972
becf85f44f5bf97246879290a6cf48d13781d9c36b03c07d70bbc86bd2a8fd32,acquire__L39,trigger_distance,152,18.164473684210527
becf85f44f5bf97246879290a6cf48d13781d9c36b03c07d70bbc86bd2a8fd32,acquire__L39,silent_gap,106,24.61320754716981
becf85f44f5bf97246879290a6cf48d13781d9c36b03c07d70bbc86bd2a8fd32,acquire__L39,burst_start_distance,106,26.047169811320753
becf85f44f5bf97246879290a6cf48d13781d9c36b03c07d70bbc86bd2a8fd32,report__L39,trigger_distance,165,14.878787878787879
becf85f44f5bf97246879290a6cf48d13781d9c36b03c07d70bbc86bd2a8fd32,report__L39,silent_gap,52,44.03846153846154
becf85f44f5bf97246879290a6cf48d13781d9c36b03c07d70bbc86bd2a8fd32,report__L39,burst_start_distance,52,46.88461538461539
